index,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
1595,0,32,0,0,0,0,2,0,220,1,0,0,Phishing,Phishing,55.55555556,0,0,0,0,0,0,0,0,8547,0,4793022,3,0,141,0,legitimate
1596,0,38,0,0,0,0,2,0,585,1,0,0,Phishing,Legitimate,71.42857143,0,0,0,0,0,0,0,0,7449,0,0,8,0,102,0,legitimate
1597,0,38,0,0,0,1,3,1,96,1,0,1,,,81.81818182,0,0,0,1,0,0,0,0,6844,1,904078,2,1,103,0,phishing
1598,0,64,0,0,0,0,2,1,142,1,0,1,Legitimate,Legitimate,87.5,0,0,0,1,0,0,0,0,1684,0,4908352,0,1,181,0,phishing
1599,0,61,0,0,0,1,2,0,26,1,0,0,,,60.0,0,0,0,2,0,0,0,0,5452,0,125976,3,1,22,0,legitimate
1600,0,28,0,0,0,0,2,0,261,0,0,0,Phishing,Phishing,100.0,0,0,0,0,0,0,0,0,1931,0,3635818,3,0,18,0,legitimate
1601,0,41,1,0,0,0,3,1,2642,0,0,1,,,0.0,0,0,0,1,0,0,0,0,7219,0,737,6,0,0,0,legitimate
1602,0,43,0,0,0,0,2,1,1,0,0,1,,,100.0,0,0,0,1,0,0,0,0,1460,0,0,0,1,22,0,phishing
1603,0,26,0,0,0,0,2,1,0,1,0,1,,Legitimate,66.66666667,0,0,0,1,0,0,0,0,-1,0,765762,3,0,93,0,legitimate
1604,0,28,0,0,0,0,2,0,288,1,0,0,Phishing,Legitimate,81.48148148,0,0,0,0,0,0,0,0,1903,0,328534,2,0,486,0,legitimate
1605,0,22,0,0,0,0,2,1,550,0,0,1,,,0.0,0,0,0,1,0,0,0,0,-1,0,0,2,1,1,0,phishing
1606,0,77,0,0,0,1,3,1,464,1,0,1,,,20.0,0,0,0,0,0,0,0,0,1728,0,0,3,1,14,0,phishing
1607,1,144,0,0,0,0,1,1,363,1,0,1,,,7.317073171,0,0,0,0,0,0,0,0,2,0,0,0,1,533,0,phishing
1608,0,43,0,0,0,1,2,1,84,0,0,1,,,0.0,0,0,0,0,0,0,0,0,3934,0,0,0,1,0,0,phishing
1609,1,106,0,0,0,0,3,1,0,0,0,1,,,100.0,0,0,0,0,0,0,0,0,-1,0,0,0,1,7,0,phishing
1610,0,54,0,0,0,0,3,1,31,0,0,1,,,83.33333333,0,0,0,0,0,0,0,0,5447,0,58454,4,1,177,0,legitimate
1611,0,52,0,0,0,0,2,1,409,1,0,1,Phishing,Legitimate,82.5,0,0,0,1,0,0,0,0,10182,0,2931,5,0,123,0,legitimate
1612,0,39,0,0,0,0,2,0,587,1,0,0,Suspicious,Suspicious,23.80952381,0,0,0,0,0,0,0,0,7447,0,0,8,0,303,0,legitimate
1613,0,23,0,0,0,0,2,1,159,0,0,1,Legitimate,Legitimate,100.0,0,0,0,1,0,0,0,0,7533,0,333891,5,0,196,0,legitimate
1614,0,29,0,0,0,0,2,0,0,0,0,0,Legitimate,Legitimate,90.90909091,0,0,0,0,0,0,0,0,-1,0,0,3,0,44,0,legitimate
1615,0,61,0,0,0,0,2,1,505,1,0,1,Legitimate,Legitimate,89.28571429,0,0,0,1,0,0,0,0,8831,0,2695,6,1,66,0,legitimate
1616,0,38,0,0,0,0,2,0,1047,0,0,0,Phishing,Legitimate,50.0,0,0,0,0,0,0,0,0,5161,0,114,8,1,134,0,legitimate
1617,0,41,0,0,0,0,3,1,330,0,0,1,Legitimate,Legitimate,50.0,0,0,0,1,0,0,0,0,2956,0,0,0,1,26,0,phishing
1618,0,51,0,0,0,0,3,1,0,0,0,1,Legitimate,,100.0,0,0,0,0,0,0,0,0,12350,0,7863,5,0,5,0,legitimate
1619,0,29,0,0,0,0,2,0,669,0,0,0,Legitimate,Suspicious,66.66666667,0,0,0,0,0,0,0,0,8463,0,303877,4,0,71,0,legitimate
1620,1,106,0,0,0,1,2,1,146,0,0,1,,,85.71428571,0,0,0,1,0,0,0,0,2046,0,0,0,1,88,0,phishing
1621,0,57,0,0,0,0,2,0,902,0,0,0,Suspicious,Legitimate,100.0,0,0,0,0,0,0,0,0,7133,0,12,7,1,352,0,legitimate
1622,0,116,1,0,0,0,3,0,381,0,0,0,,Suspicious,9.090909091,0,0,0,1,0,0,0,0,8019,0,0,4,1,11,0,phishing
1623,0,32,1,0,0,0,2,0,374,1,0,0,,,0.0,0,0,0,0,0,0,0,0,7295,0,0,5,1,14,0,phishing
1624,0,23,0,0,0,1,2,1,0,1,0,1,Legitimate,Legitimate,75.0,0,0,0,1,0,0,0,0,4647,0,0,4,0,38,0,legitimate
1625,1,41,0,0,0,1,1,1,117,1,0,1,Phishing,Legitimate,37.5,0,0,0,1,0,0,0,0,1709,0,2901383,3,0,70,0,legitimate
1626,0,71,0,0,0,1,2,1,353,0,0,1,,,100.0,0,0,0,1,0,0,0,0,-2,0,0,0,1,3,0,phishing
1627,0,79,0,0,0,0,3,1,366,1,0,1,Legitimate,Legitimate,83.33333333,0,0,0,0,0,0,0,0,-1,0,4436986,2,1,16,0,phishing
1628,0,29,1,0,0,0,2,0,373,1,0,0,Phishing,Phishing,30.43478261,0,0,0,0,0,0,0,0,7296,0,408732,5,0,140,0,legitimate
1629,0,119,1,0,0,1,3,1,312,0,0,1,,,0.0,0,0,0,1,0,0,0,0,8453,0,72686,5,0,0,0,legitimate
1630,1,458,0,0,0,0,3,0,948,0,0,0,Phishing,Phishing,0.0,0,0,0,0,0,0,0,0,7086,0,18263,3,1,1,0,phishing
1631,0,46,1,0,0,0,3,1,148,0,0,1,,,0.0,0,0,0,0,0,0,0,0,5331,0,0,0,1,0,0,phishing
1632,0,104,0,0,0,1,2,0,120,0,0,0,,,100.0,0,0,0,2,0,0,0,0,1706,0,4830221,2,1,132,0,phishing
1633,0,58,0,0,0,1,2,1,324,0,0,1,,,0.0,0,0,0,0,0,0,0,0,2232,0,9330247,2,1,11,0,phishing
1634,0,83,0,0,0,0,3,1,35,0,0,1,,,87.5,0,0,0,2,0,0,0,0,330,0,0,0,1,66,0,phishing
1635,1,77,0,0,0,0,1,1,76,0,0,1,,,100.0,0,0,0,1,0,0,0,0,5767,0,0,2,1,30,0,phishing
1636,0,69,0,0,0,0,3,1,3005,1,0,1,Suspicious,Legitimate,50.0,0,0,0,1,0,0,0,0,5396,0,42544,5,0,36,0,legitimate
1637,0,16,0,0,0,0,1,1,323,1,0,1,Legitimate,Legitimate,66.66666667,0,0,0,0,0,0,0,0,41,0,0,1,0,13,0,legitimate
1638,0,78,0,0,0,0,2,0,199,1,0,0,,,35.71428571,0,0,0,0,0,0,0,0,1261,0,5796653,3,0,119,0,legitimate
1639,0,52,0,0,0,1,3,0,327,0,0,0,,,100.0,0,0,0,1,0,0,0,0,-1,0,0,0,1,4,0,phishing
1640,0,27,0,0,0,0,2,1,270,1,0,1,Suspicious,Legitimate,4.347826087,0,0,0,2,0,0,0,0,3016,0,184890,3,0,153,0,legitimate
1641,0,28,0,0,0,0,2,1,233,1,0,1,Legitimate,Legitimate,50.0,0,0,0,0,0,0,0,0,4515,0,0,3,0,15,0,legitimate
1642,0,50,1,0,0,0,2,0,63,1,0,0,,Legitimate,45.0,0,0,0,1,0,0,0,0,9280,0,126,7,1,483,0,legitimate
1643,0,73,0,0,0,0,3,1,146,1,0,1,Phishing,Suspicious,25.0,0,0,0,0,0,0,0,0,2775,0,7193681,4,0,174,0,legitimate
1644,0,35,0,0,0,0,1,1,1325,1,0,1,,,80.0,0,0,0,3,0,0,0,0,9269,0,8474,7,0,269,0,legitimate
1645,0,37,0,0,0,0,2,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,1199,0,0,1,1,0,0,phishing
1646,0,97,0,0,0,0,2,0,680,1,0,0,,,87.5,0,0,0,0,0,0,0,0,5163,0,374021,3,0,131,0,legitimate
1647,0,25,0,0,0,0,2,1,130,0,0,1,Legitimate,Legitimate,0.0,0,0,0,0,0,0,0,0,2427,1,0,0,1,0,0,phishing
1648,0,43,0,0,0,0,3,1,147,1,0,1,Phishing,Suspicious,86.66666667,0,0,0,2,0,0,0,0,7159,0,2320,3,1,69,0,legitimate
1649,0,49,0,0,0,0,1,1,184,0,0,1,Legitimate,Legitimate,100.0,0,0,0,1,0,0,0,0,6391,0,0,1,1,19,0,phishing
1650,0,27,0,0,0,0,3,0,677,1,0,0,Phishing,Legitimate,54.54545455,0,0,0,0,0,0,0,0,3706,0,2945433,3,0,101,0,legitimate
1651,1,77,0,0,0,0,1,1,76,0,0,1,,,100.0,0,0,0,1,0,0,0,0,5767,0,0,2,1,30,0,phishing
1652,0,75,0,0,0,1,3,1,353,0,0,1,,,100.0,0,0,0,1,0,0,0,0,11,0,0,0,1,3,0,phishing
1653,0,32,0,0,0,0,1,0,369,1,0,0,Legitimate,Legitimate,40.0,0,0,0,1,0,0,0,0,6871,0,2774303,2,1,53,0,phishing
1654,0,49,0,0,0,0,2,0,468,0,0,0,,,100.0,0,0,0,0,0,0,0,0,7812,0,210,7,0,72,0,legitimate
1655,0,45,0,0,0,0,1,1,555,1,0,1,Legitimate,Legitimate,88.88888889,0,0,0,1,0,0,0,0,3828,0,5619,5,0,32,0,legitimate
1656,1,148,0,0,0,1,2,0,577,1,0,0,,,0.0,0,0,0,0,0,0,0,0,883,0,0,0,1,4,0,phishing
1657,0,64,0,0,0,1,3,1,211,1,0,1,,,10.0,0,0,0,1,0,0,0,0,2345,0,0,0,1,192,0,phishing
1658,0,28,0,0,0,0,2,0,0,1,0,0,Legitimate,Legitimate,66.66666667,0,0,0,0,0,0,0,0,-1,0,0,0,0,13,0,legitimate
1659,1,68,0,0,0,0,3,1,25,0,0,1,,,100.0,0,0,0,1,0,0,0,0,3993,0,5707171,0,1,51,0,phishing
1660,0,76,0,0,0,1,2,1,443,0,0,1,,,87.5,0,0,0,0,0,0,0,0,287,0,0,0,1,22,0,phishing
1661,1,124,0,0,0,0,3,0,25,0,0,0,,,100.0,0,0,0,0,0,0,0,0,3993,0,5707171,0,1,51,0,phishing
1662,0,33,1,0,0,0,2,0,372,1,0,0,,Phishing,0.0,0,0,0,0,0,0,0,0,7297,0,0,5,1,14,0,phishing
1663,0,52,0,0,0,0,2,1,224,1,0,1,Phishing,Suspicious,66.66666667,0,0,0,1,0,0,0,0,7445,0,145656,4,1,32,0,legitimate
1664,0,54,1,0,0,0,2,0,373,1,0,0,,,0.0,0,0,0,0,0,0,0,0,7296,0,0,5,1,11,0,phishing
1665,0,59,0,0,0,0,2,1,613,0,0,1,,,100.0,0,0,0,1,0,0,0,0,5961,0,3729,6,0,151,0,legitimate
1666,1,89,0,0,0,1,3,1,274,0,0,1,,,0.0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,2,phishing
1667,0,74,0,0,0,1,3,1,353,0,0,1,,,100.0,0,0,0,1,0,0,0,0,11,0,0,0,1,3,0,phishing
1668,0,27,0,0,0,1,1,1,12,0,0,1,,,0.0,0,0,0,0,0,0,0,0,718,0,0,0,1,0,0,phishing
1669,1,56,0,0,0,1,3,1,406,0,0,1,Legitimate,Phishing,0.0,0,0,0,0,0,0,0,0,5803,0,0,2,1,0,0,phishing
1670,0,36,0,0,0,0,2,1,411,0,0,1,,,100.0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,legitimate
1671,0,39,0,0,0,0,2,1,2506,1,0,1,Phishing,Suspicious,61.53846154,0,0,0,1,0,0,0,0,6259,0,682,6,0,262,0,legitimate
1672,0,40,0,0,0,0,2,1,1049,0,0,1,Legitimate,Legitimate,100.0,0,0,0,1,0,0,0,0,5159,0,0,8,0,27,0,legitimate
1673,0,30,0,0,0,0,1,1,1,0,0,1,Legitimate,Legitimate,0.0,0,0,0,1,0,0,0,0,4019,0,0,2,1,1,0,phishing
1674,0,32,0,0,0,0,1,0,694,0,0,0,Legitimate,Legitimate,66.66666667,0,0,0,1,0,0,0,0,1496,0,2979260,2,1,84,0,phishing
1675,0,27,0,0,0,0,1,0,257,1,1,0,,,70.0,0,0,0,0,0,0,0,0,1204,0,379676,3,1,37,0,legitimate
1676,0,25,0,0,0,0,2,1,197,0,0,1,Legitimate,Legitimate,66.66666667,0,0,0,1,0,0,0,0,6378,0,0,4,0,15,0,legitimate
1677,1,127,0,0,0,1,3,0,25,0,0,0,,,100.0,0,0,0,1,0,0,0,0,3993,0,5707171,0,1,51,0,phishing
1678,1,81,0,0,0,1,3,1,14,0,0,1,,,100.0,0,0,0,1,0,0,0,0,4003,0,5816617,0,1,4,0,phishing
1679,0,73,0,0,0,0,3,1,43,1,0,1,Legitimate,Legitimate,0.0,0,0,0,0,0,0,0,0,323,0,0,0,1,211,0,phishing
1680,1,57,1,0,0,1,3,0,282,0,0,0,,Legitimate,100.0,0,0,0,1,0,0,0,0,10677,0,23,8,1,23,0,legitimate
1681,1,113,0,0,0,0,3,1,523,0,0,1,,,100.0,0,0,0,0,0,0,0,0,4225,0,11753,3,1,6,0,phishing
1682,0,49,0,0,0,0,2,0,906,0,0,0,Suspicious,Legitimate,100.0,0,0,0,0,0,0,0,0,7129,0,12,7,0,353,0,legitimate
1683,0,27,0,0,0,0,2,1,8,1,0,1,,,0.0,0,0,0,0,0,0,0,0,358,0,0,1,1,4,0,phishing
1684,0,68,0,0,0,0,3,1,684,0,0,1,Phishing,Phishing,0.0,0,0,0,0,0,0,0,0,7351,0,0,4,0,91,0,legitimate
1685,0,31,1,0,0,0,2,1,371,1,0,1,Phishing,Suspicious,0.0,0,0,0,1,0,0,0,0,7298,0,2347807,5,0,263,0,legitimate
1686,0,57,1,0,0,0,3,1,217,1,0,1,,,0.0,0,0,0,0,0,0,0,0,5627,0,0,5,1,22,0,phishing
1687,1,129,0,0,0,1,3,1,25,0,0,1,,,100.0,0,0,0,0,0,0,0,0,3992,0,5697976,0,1,51,0,phishing
1688,1,201,0,0,0,0,2,1,255,1,0,1,,,0.0,0,0,0,0,0,0,0,0,1206,0,0,0,1,6,0,phishing
1689,0,110,0,0,0,0,3,0,587,0,0,0,,,0.0,0,0,0,0,0,0,0,0,7448,0,385,8,1,0,0,legitimate
1690,1,61,0,0,0,0,3,1,116,0,0,1,Phishing,Legitimate,66.66666667,0,0,0,1,0,0,0,0,7919,0,5635,6,0,55,0,legitimate
1691,0,35,0,0,0,0,2,1,214,0,0,1,,,85.71428571,0,0,0,4,0,0,0,0,152,0,5008870,0,1,88,0,phishing
1692,1,126,0,0,0,1,3,1,25,0,0,1,,,100.0,0,0,0,1,0,0,0,0,3992,0,5697976,0,1,51,0,phishing
1693,1,127,0,0,0,1,3,1,25,0,0,1,,,100.0,0,0,0,0,0,0,0,0,3993,0,5707171,0,1,51,0,phishing
1694,0,56,0,0,0,0,3,1,38,1,0,1,,,33.33333333,0,0,0,1,0,0,0,0,5440,0,0,2,1,32,0,legitimate
1695,0,30,0,0,0,0,2,0,191,0,0,0,Phishing,Legitimate,100.0,0,0,0,0,0,0,0,0,4384,0,0,6,0,268,0,legitimate
1696,1,88,0,0,0,0,2,0,1559,0,0,0,,,0.0,0,0,0,0,0,0,0,0,9397,0,15,9,0,293,0,legitimate
1697,1,44,0,0,0,1,2,1,145,1,0,1,,Phishing,80.0,0,0,0,0,0,0,0,0,-1,0,0,3,1,12,0,legitimate
1698,0,37,0,0,0,0,2,0,24,1,0,0,,,77.77777778,0,0,0,1,0,0,0,0,5526,0,749882,5,0,51,0,legitimate
1699,1,52,0,0,0,0,2,1,308,1,0,1,,,66.66666667,0,0,1,0,0,0,0,0,56,0,0,0,0,13,0,phishing
1700,0,67,0,0,0,1,3,0,0,1,0,0,Phishing,Suspicious,0.0,0,0,0,1,0,0,0,0,-1,0,758839,5,0,80,0,legitimate
1701,0,19,0,0,0,0,2,1,320,0,0,1,,,100.0,0,0,0,0,0,0,0,0,-2,1,0,0,1,45,0,phishing
1702,1,47,0,0,0,1,2,1,0,1,0,1,,,0.0,0,0,0,0,0,0,0,0,199,0,0,0,1,239,0,phishing
1703,0,61,0,0,0,1,3,1,40,0,0,1,,,0.0,0,0,0,0,0,0,0,0,2517,0,0,2,1,1,0,phishing
1704,0,32,0,0,0,0,2,0,272,1,0,0,Legitimate,Legitimate,0.0,0,0,0,0,0,0,0,0,3015,0,1975489,3,0,72,0,legitimate
1705,0,22,0,0,0,0,2,0,270,1,0,0,Legitimate,Legitimate,50.0,0,0,0,0,0,0,0,0,-1,0,976514,3,0,52,0,legitimate
1706,1,126,0,0,0,1,3,0,25,0,0,0,,,100.0,0,0,0,0,0,0,0,0,3993,0,5707171,0,1,51,0,phishing
1707,0,59,0,0,0,0,3,1,13,0,0,1,,,0.0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,phishing
1708,0,22,0,0,0,0,2,0,482,0,0,0,Phishing,Legitimate,90.47619048,0,0,0,0,0,0,0,0,-1,0,0,1,0,85,0,legitimate
1709,0,52,0,0,0,0,3,1,126,0,0,1,Legitimate,Suspicious,33.33333333,0,0,0,0,0,0,0,0,-1,0,3977938,4,0,36,0,legitimate
1710,0,98,1,0,0,0,3,0,144,0,0,0,,,100.0,0,0,0,1,0,0,0,0,1317,0,889963,2,1,211,0,phishing
1711,1,73,0,0,0,1,3,1,80,0,0,1,,,0.0,0,0,0,0,0,0,0,0,1015,0,1196152,2,1,31,0,phishing
1712,0,101,0,0,0,0,2,1,33,1,0,1,Phishing,Legitimate,22.22222222,0,0,0,1,0,0,0,0,9097,0,1193,6,0,220,0,legitimate
1713,0,57,1,0,0,0,3,0,228,1,0,0,,,0.0,0,0,0,0,0,0,0,0,5615,0,0,5,1,21,0,phishing
1714,0,21,0,0,0,0,2,0,340,0,0,0,,,100.0,0,0,0,0,0,0,0,0,-1,0,0,0,0,41,0,phishing
1715,1,78,0,0,0,0,3,1,117,1,0,1,Phishing,Phishing,71.42857143,0,0,0,2,0,0,0,0,7918,0,5638,6,1,158,0,legitimate
1716,0,60,0,0,0,0,2,0,247,0,0,0,Phishing,Legitimate,93.33333333,0,0,0,0,0,0,0,0,5231,0,0,7,0,189,0,legitimate
1717,0,48,0,0,0,0,2,1,542,0,0,1,Legitimate,Legitimate,0.0,0,0,0,0,0,0,0,0,5301,0,0,0,1,0,0,phishing
1718,0,64,0,0,0,1,3,1,209,0,0,1,,,100.0,0,0,0,1,0,0,0,0,157,0,0,0,1,4,0,phishing
1719,0,54,0,0,0,1,2,1,51,1,0,1,Legitimate,Legitimate,46.15384615,0,0,0,1,0,0,0,0,7984,0,36841,5,0,20,0,legitimate
1720,1,84,0,0,0,0,2,1,509,1,0,1,Legitimate,Legitimate,57.5,0,0,0,1,0,0,0,0,9206,0,6081,6,0,177,0,legitimate
1721,0,51,0,0,0,0,3,0,129,0,0,0,Legitimate,Suspicious,100.0,0,0,0,0,0,0,0,0,11558,0,611,7,1,75,0,legitimate
1722,0,80,1,1,0,0,3,0,231,0,0,0,,,0.0,0,0,1,0,0,0,0,0,5612,0,0,5,1,0,0,phishing
1723,1,91,0,0,0,1,3,1,0,0,0,1,,,0.0,0,0,1,0,0,0,0,0,-1,1,0,0,1,1,2,phishing
1724,0,34,0,0,0,1,2,0,2667,1,0,0,,,0.0,0,0,0,1,0,0,0,0,5788,0,163,7,0,5,0,legitimate
1725,0,82,0,0,0,1,2,1,380,1,0,1,,,83.33333333,0,0,0,0,0,0,0,0,2542,0,2034769,3,1,74,0,phishing
1726,0,20,0,0,0,0,2,0,190,0,0,0,Legitimate,Legitimate,100.0,0,0,0,0,0,0,0,0,7861,0,42346,3,0,157,0,legitimate
1727,0,33,0,0,0,0,2,0,0,1,0,0,Legitimate,Legitimate,42.85714286,0,0,0,0,0,0,0,0,-1,0,0,2,0,35,0,legitimate
1728,0,62,0,0,0,0,2,1,357,1,0,1,,,60.0,0,0,0,2,0,0,0,0,4391,0,0,0,1,587,0,phishing
1729,0,32,0,0,0,0,2,1,1513,0,0,1,Legitimate,Suspicious,92.85714286,0,0,0,1,0,0,0,0,4330,0,1581987,4,0,147,0,legitimate
1730,0,19,0,0,0,0,1,0,0,0,0,0,Legitimate,Legitimate,100.0,0,0,0,0,0,0,0,0,7716,0,9611882,3,0,81,0,legitimate
1731,0,36,0,0,0,1,2,0,84,0,0,0,,,0.0,0,0,0,0,0,0,0,0,2837,0,0,2,1,5,0,phishing
1732,0,18,0,0,0,0,1,1,138,0,0,1,,,80.0,0,0,0,0,0,0,0,0,-1,0,969359,4,0,32,0,legitimate
1733,1,129,0,0,0,1,3,1,25,0,0,1,,,100.0,0,0,0,0,0,0,0,0,3992,0,5697976,0,1,51,0,phishing
1734,0,42,1,0,0,0,2,1,374,1,0,1,Legitimate,Legitimate,0.0,0,0,0,1,0,0,0,0,7295,0,0,5,1,14,0,phishing
1735,0,132,0,0,0,0,3,0,272,1,0,0,,,0.0,0,0,0,0,0,0,0,0,7764,0,32,5,0,9,0,phishing
1736,0,111,0,0,0,0,2,1,23,0,0,1,,,0.0,0,0,0,0,0,0,0,0,2214,0,0,0,1,1,0,phishing
1737,0,41,0,0,0,0,1,1,86,0,0,1,,,100.0,0,0,0,0,0,0,0,0,279,0,0,3,0,9,0,legitimate
1738,0,29,0,0,0,0,2,1,64,1,0,1,Legitimate,Legitimate,50.0,0,0,0,1,0,0,0,0,2492,0,0,0,1,11,0,phishing
1739,0,29,0,0,0,0,1,1,287,0,0,1,,,0.0,0,0,0,0,0,0,0,0,3731,0,1712890,2,1,0,0,phishing
1740,0,39,0,0,0,0,1,1,205,0,0,1,,,0.0,0,0,0,0,0,0,0,0,2718,0,0,2,1,0,0,phishing
1741,0,39,0,0,0,0,2,0,0,0,0,0,Legitimate,Suspicious,100.0,0,0,0,0,0,0,0,0,-1,0,1442242,3,0,122,0,legitimate
1742,1,134,0,1,0,0,3,1,0,1,0,1,Legitimate,Legitimate,66.66666667,0,0,0,0,0,0,0,0,-1,0,0,0,1,31,0,phishing
1743,0,44,0,0,0,0,3,1,0,1,0,1,,,95.65217391,0,0,0,2,0,0,0,0,-1,0,0,0,1,60,0,phishing
1744,0,32,0,0,0,0,2,0,817,1,0,0,Phishing,Legitimate,78.72340426,0,0,0,0,0,0,0,0,7907,0,154,7,0,253,0,legitimate
1745,0,23,0,0,0,0,2,0,128,0,0,0,,,76.92307692,0,0,0,0,0,0,0,0,9003,0,495604,4,0,93,0,legitimate
1746,1,41,0,0,0,0,3,1,337,1,0,1,Phishing,Legitimate,62.5,0,0,0,2,0,0,0,0,6238,0,62,8,1,132,0,legitimate
1747,0,26,0,0,0,0,2,0,609,1,0,0,Phishing,Suspicious,20.0,0,0,0,0,0,0,0,0,9254,0,241824,6,0,69,0,legitimate
1748,0,32,0,0,0,0,2,1,945,0,0,1,Phishing,Phishing,66.66666667,0,0,0,1,0,0,0,0,4898,0,1296086,3,0,32,0,legitimate
1749,0,48,0,0,0,0,3,1,357,0,0,1,,,100.0,0,0,0,1,0,0,0,0,8,0,0,0,1,4,0,phishing
1750,0,47,0,0,0,0,3,0,300,0,0,0,Legitimate,Legitimate,0.0,0,0,0,0,0,0,0,0,-1,0,82,7,0,30,0,phishing
1751,0,24,0,0,0,0,2,0,97,1,0,0,Legitimate,Legitimate,84.61538462,0,0,0,0,0,0,0,0,2460,0,105724,3,0,58,0,legitimate
1752,0,57,0,0,0,1,3,1,321,0,0,1,Legitimate,Legitimate,100.0,0,0,0,0,0,0,0,0,4426,0,2108258,5,0,285,0,legitimate
1753,1,76,0,0,0,1,3,1,25,0,0,1,,,100.0,0,0,0,1,0,0,0,0,3992,0,5697976,0,1,51,0,phishing
1754,1,75,0,0,0,0,2,1,359,0,0,1,Legitimate,Legitimate,0.0,0,0,0,1,0,0,0,0,5850,0,0,0,1,0,0,phishing
1755,1,52,1,1,0,0,3,0,230,1,0,0,,,0.0,0,0,0,0,0,0,0,0,5614,0,0,5,1,21,0,phishing
1756,0,27,0,0,0,0,2,1,124,0,0,1,Phishing,Legitimate,55.55555556,0,0,0,0,0,0,0,0,4259,0,7732775,3,0,875,0,legitimate
1757,0,61,1,0,0,1,3,0,228,1,0,0,,,0.0,0,0,0,0,0,0,0,0,5615,0,0,5,1,21,0,phishing
1758,0,44,0,0,0,1,1,1,0,0,0,1,,,100.0,0,0,0,1,0,0,0,0,-1,0,0,1,1,56,0,phishing
1759,0,40,0,0,0,0,1,0,689,1,0,0,,,18.18181818,0,0,0,0,0,0,0,0,771,0,0,0,1,27,0,phishing
1760,0,35,1,0,0,0,3,0,230,1,0,0,,,0.0,0,0,0,0,0,0,0,0,5614,0,0,5,1,21,0,phishing
1761,0,28,0,0,0,0,2,1,14,0,0,1,,,80.0,0,0,0,0,0,0,0,0,3639,0,2923557,4,0,39,0,legitimate
1762,0,59,0,0,0,0,2,0,918,0,0,0,Legitimate,Legitimate,100.0,0,0,0,0,0,0,0,0,2733,0,104044,5,0,20,0,legitimate
1763,0,30,0,0,0,0,2,0,0,1,0,0,Suspicious,Suspicious,61.53846154,0,0,0,0,0,0,0,0,-1,0,2173636,2,0,82,0,legitimate
1764,0,42,0,0,0,0,2,0,333,1,0,0,Phishing,Legitimate,87.09677419,0,0,0,1,0,0,0,0,6606,0,899,5,1,116,0,phishing
1765,1,100,0,0,0,1,3,1,112,1,0,1,Legitimate,Legitimate,97.5,0,0,0,0,0,0,0,0,254,0,0,0,1,124,0,phishing
1766,1,74,0,0,0,0,2,0,253,0,0,0,,,100.0,0,0,0,1,0,0,0,0,111,0,2278163,0,0,14,0,phishing
1767,0,21,0,0,0,0,2,0,289,0,0,0,,,97.61904762,0,0,0,2,0,0,0,0,2632,0,380180,3,0,331,0,legitimate
1768,0,61,0,0,1,0,3,1,0,0,0,1,,,0.0,0,0,0,0,0,0,0,0,3631,0,0,0,1,0,0,phishing
1769,0,56,0,0,0,0,2,1,366,1,0,1,,,50.0,0,0,0,0,0,0,0,0,2191,0,0,0,1,33,0,phishing
1770,1,227,0,0,0,0,3,0,0,0,0,0,Legitimate,Legitimate,0.0,0,0,0,0,0,0,0,0,4873,0,0,2,1,5,0,phishing
1771,0,51,0,0,0,0,3,0,132,0,0,0,,,100.0,0,0,0,1,0,0,0,0,6077,0,9952,5,0,140,0,legitimate
1772,0,60,0,0,0,0,3,1,2181,1,0,1,,Legitimate,40.0,0,0,0,1,0,0,0,0,7289,0,51679,4,0,8,0,legitimate
1773,0,36,0,0,0,0,2,1,294,0,0,1,,,0.0,0,0,0,0,0,0,0,0,6646,0,0,0,1,0,0,phishing
1774,0,51,0,0,0,0,3,1,639,0,0,1,,,66.66666667,0,0,0,2,0,0,0,0,5204,0,26730,5,0,92,0,legitimate
1775,0,83,0,0,0,0,3,0,1318,1,0,0,,,57.89473684,0,0,0,0,0,0,1,0,5987,0,129605,4,0,89,0,legitimate
1776,1,127,0,0,0,1,3,0,15,0,0,0,,,100.0,0,0,0,1,0,0,0,0,4003,0,5816617,0,1,4,0,phishing
1777,0,29,0,0,0,0,2,0,249,1,0,0,,,80.0,0,0,0,1,0,0,0,0,-1,0,0,0,1,47,0,legitimate
1778,0,26,1,0,0,0,2,1,174,0,0,1,,Legitimate,100.0,0,0,0,2,0,0,0,0,2383,0,0,3,0,8,0,legitimate
1779,0,44,0,0,0,0,2,0,356,1,0,0,,,97.6744186,0,0,0,0,0,0,0,0,9,0,0,0,1,155,0,phishing
1780,0,61,0,0,0,1,1,1,257,1,0,1,Legitimate,Legitimate,40.0,0,0,0,2,0,0,0,0,2300,0,0,2,1,22,0,phishing
